Sno,Date,Shop name,"productname",Location,"No of units",suppiied by,"Per unit price","Total Price","Amount Billed",Amount collected,"ReturnsUnits","Returns Amt","Sample Amt","Prv bal collected",Balance Amount,,
247,2-Apr,Saran backery,Rose Milk,Harrinton road,5,Manikandan,18,90,90,90,0,0,,,,,
248,2-Apr,Saran backery,Rose Milk,choolaimedu,4,Manikandan,18,72,72,72,0,0,,,,,
249,2-Apr,G.B.news mart,Rose Milk,choolaimedu,6,Manikandan,17,102,102,85,1,17,,,,,
250,2-Apr,Kamatchi Cool bar,Rose Milk,choolaimedu,3,Manikandan,17,50,50,50,0,0,,,,,
251,2-Apr,Mazzi Cool Bar,Rose Milk,Mahalingapuram,10,Manikandan,17,170,170,170,0,0,,,,,
252,2-Apr,Mazzi Tea Stall,Rose Milk,Mahalingapuram,10,Manikandan,17,170,170,170,0,0,,,,,
253,2-Apr,Standard Backery,Rose Milk,Aminjikarai,10,Manikandan,17,170,170,170,0,0,,,,,
254,2-Apr,Kpr Cool bar,Rose Milk,Kodambakkam,1,Manikandan,18,18,18,18,0,0,,,,,
255,2-Apr,Sri krishna tea Stall,Rose Milk,Mahalingapuram,3,Manikandan,18,54,54,54,0,0,,,,,
256,2-Apr,Sri Krishna Snacks,Rose Milk,North usman,3,Manikandan,18,54,54,54,0,0,,,,,
257,2-Apr,My Father ,Rose Milk,nungambakkam,5,Manikandan,17,85,85,85,0,0,,,,,
258,2-Apr,Mathura Chat,Rose Milk,nungambakkam,10,Manikandan,18,180,180,180,0,0,,,,,
259,2-Apr,MiMi Backery,Rose Milk,North usman,5,Manikandan,18,90,90,90,0,0,,,,,
260,2-Apr,7 Star cool bar,Rose Milk,Kodambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
261,2-Apr,Sri Andal Cool bar,Rose Milk,Kodambakkam,7,Manikandan,18,126,126,126,0,0,,,,,
262,2-Apr,Rams,Rose Milk,Bazulla road,6,Manikandan,18,108,108,90,1,18,,,,,
263,2-Apr,Challani Jwellery,Rose Milk,T.Nagar,20,Manikandan,18,360,360,0,0,0,,,360,,
264,2-Apr,R.R.Tea Stall,Rose Milk,pondy bazar,20,Manikandan,17,340,340,340,0,0,,,,,
265,2-Apr,Anna University,Rose Milk,Anna University,20,Manikandan,18,360,360,360,0,0,,270,,,
266,2-Apr,R.Backers,Rose Milk,pondy bazar,5,Manikandan,17,85,85,85,0,0,,,,,
267,2-Apr,Arun Snacks,Rose Milk,Anna nagar,10,Manoj,17,170,170,170,0,0,,,,,
268,2-Apr,Relax Cool bar,Rose Milk,Anna nagar,8,Manoj,16,128,128,80,3,48,,,,,
269,2-Apr,Sri raga,Rose Milk,Anna nagar,5,Manoj,17,85,85,85,0,0,,,,,
270,2-Apr,Maharaja ,Rose Milk,ICF,7,Manoj,18,126,126,126,0,0,,,,,
271,2-Apr,Chandran News Mart,Rose Milk,Nadamuni,3,Manoj,18,54,54,54,0,0,,,,,
272,2-Apr,Seena Cool bar,Rose Milk,Nadamuni,5,Manoj,18,90,90,90,0,0,,,,,
273,2-Apr,Crown Backery,Rose Milk,Ayanavaram,5,Manoj,18,90,90,90,0,0,,,,,
274,2-Apr,Jas Backery,Rose Milk,Ayanavaram,10,Manoj,16,160,160,160,0,0,,,,,
275,2-Apr,Gokul News Mart,Rose Milk,Secratraite Colony,6,Manoj,17,102,102,102,0,0,,,,,
276,2-Apr,Skumar,Rose Milk,Secratraite Colony,5,Manoj,17,85,85,85,0,0,,,,,
277,2-Apr,City Shoppee,Rose Milk,Secratraite Colony,5,Manoj,18,90,90,90,0,0,,,,,
278,2-Apr,Sujis Tea Stall,Rose Milk,Secratraite Colony,5,Manoj,18,90,90,90,0,0,,,,,
279,2-Apr,Aneesh Cool bar,Rose Milk,Purasaiwalkam,6,Manoj,17,102,102,102,0,0,,,,,
280,2-Apr,Ramalingavilas,Rose Milk,Choolai,10,Manoj,18,180,180,180,0,0,,,,,
281,2-Apr,Ragam Cool bar,Rose Milk,Choolai,5,Manoj,18,90,90,90,0,0,,,,,
282,2-Apr,Sri krishna tea Stall,Rose Milk,Purasaiwalkam,3,Manoj,17,51,51,51,0,0,,,,,
283,2-Apr,Dandapani,Rose Milk,Kilpauk,5,Manoj,18,90,90,90,0,0,,,,,
284,2-Apr,Anurag Tea Stall,Rose Milk,Kilpauk,20,Manoj,18,360,360,360,0,0,,,,,
285,2-Apr,National Cool bar,Rose Milk,Kilpauk,5,Manoj,18,90,90,90,0,0,,,,,
286,2-Apr,M K Store,Rose Milk,Kilpauk,10,Manoj,18,180,180,180,0,0,,,,,
287,2-Apr,Famous,Rose Milk,Kilpauk,8,Manoj,18,144,144,126,1,18,,,,,
288,2-Apr,"Oman Cool,bar",Rose Milk,Anna nagar,5,Sreenevasan,18,90,90,90,0,0,,,,,
289,2-Apr,Hotel faizal,Rose Milk,Anna nagar,5,Sreenevasan,18,90,90,90,0,0,,,,,
290,2-Apr,S k cool bar,Rose Milk,Anna nagar,5,Sreenevasan,18,90,90,90,0,0,,,,,
291,2-Apr,Taj Cool bar,Rose Milk,Padi,5,Sreenevasan,17,85,85,85,0,0,,,,,
292,2-Apr,SG cafe,Rose Milk,Padi,5,Sreenevasan,17,85,85,85,0,0,,,,,
293,2-Apr,Aachariya Backery,Rose Milk,Padi,10,Sreenevasan,17,170,170,170,0,0,,,,,
294,2-Apr,Arul Tea Stall,Rose Milk,Ambattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
295,2-Apr,Vanitha Hotel,Rose Milk,Ambattur,10,Sreenevasan,18,180,180,180,0,0,,,,,
296,2-Apr,Perumal store,Rose Milk,Ambattur,3,Sreenevasan,18,54,54,54,0,0,,,,,
297,2-Apr,Arasu Tea Stall,Rose Milk,Ambattur,10,Sreenevasan,18,180,180,180,0,0,,,,,
298,2-Apr,Kirthika Sweet,Rose Milk,Ambattur,10,Sreenevasan,18,180,180,180,0,0,,126,0,,
299,2-Apr,kumaran Cool bar,Rose Milk,Korattur,3,Sreenevasan,18,54,54,54,0,0,,,,,
300,2-Apr,Mulberry,Rose Milk,Korattur,6,Sreenevasan,18,108,108,90,1,18,,,,,
301,2-Apr,Annamalaiyar,Rose Milk,Korattur,6,Sreenevasan,18,108,108,108,0,0,,,,,
302,2-Apr,Saravana Store,Rose Milk,Korattur,5,Sreenevasan,18,90,90,18,4,72,,,,,
303,2-Apr,New star,Rose Milk,Villivakkam,7,Sreenevasan,18,126,126,90,2,36,,,,,
304,2-Apr,V U Snacks,Rose Milk,Arumbakkam,5,Viswanath,18,90,90,72,1,18,,,0,,
305,2-Apr,Chandra Snacks,Rose Milk,Koyembedu,5,Viswanath,18,90,90,90,0,0,,,,,
306,2-Apr,Singara Chennai,Rose Milk,Koyembedu,5,Viswanath,18,90,90,90,0,0,,,,,
307,2-Apr,Hydrabad Briyani,Rose Milk,Koyembedu,6,Viswanath,18,108,108,108,0,0,,,,,
308,2-Apr,Maniratnam,Rose Milk,Koyembedu,5,Viswanath,18,90,90,90,0,0,,,,,
309,2-Apr,Senthoor Cool bar,Rose Milk,Koyembedu,5,Viswanath,18,90,90,90,0,0,,,,,
310,2-Apr,Raja Tea stall,Rose Milk,Anna nagar,6,Viswanath,17,102,102,102,0,0,,,,,
311,2-Apr,MM Store,Rose Milk,Mogappair,6,Viswanath,16,96,96,96,0,0,,,,,
312,2-Apr,Ragavendra Backery,Rose Milk,Mogappair,7,Viswanath,17,119,119,119,0,0,,,,,
313,2-Apr,R.H.Enterprises,Rose Milk,Maduravoyal,5,Viswanath,18,90,90,72,1,18,,,,,
314,2-Apr,Jayam Cafe,Rose Milk,Mogappair,10,Viswanath,18,180,180,180,0,0,,,,,
315,2-Apr,Mohan Cool bar,Rose Milk,Mogappair,3,Viswanath,18,54,54,54,0,0,,,,,
316,2-Apr,Viji Coffee,Rose Milk,Mogappair,5,Viswanath,18,90,90,90,0,0,,,,,
317,2-Apr,Chandrika Backery,Rose Milk,Anna nagar,15,Viswanath,16,240,240,240,0,0,,,,,
318,2-Apr,Chai hub,Rose Milk,Anna nagar,10,Viswanath,18,180,180,180,0,0,,,0,,
319,2-Apr,Dhivya Tea Stall,Rose Milk,MMDA,2,Silambarasan,18,36,36,36,0,0,,,,,
320,2-Apr,Suriya cool bar,Rose Milk,MMDA,5,Silambarasan,18,90,90,90,0,0,,,,,
321,2-Apr,Nithil Tea stall,Rose Milk,West mambalam,3,Silambarasan,18,54,54,54,0,0,,,,,
322,2-Apr,Baiju Tea stall,Rose Milk,West mambalam,5,Silambarasan,18,90,90,90,0,0,,,,,
323,2-Apr,Karupatti,Rose Milk,West mambalam,4,Silambarasan,18,72,72,72,0,0,,,,,
324,2-Apr,Golden Snacks,Rose Milk,West mambalam,5,Silambarasan,18,90,90,90,0,0,,,,,
325,2-Apr,Jayapal coffee,Rose Milk,West mambalam,3,Silambarasan,18,54,54,54,0,0,,,,,
326,2-Apr,Vijay Cool bar,Rose Milk,Kasi theatre,5,Silambarasan,18,90,90,90,0,0,,,,,
327,2-Apr,Vairamani Tea Stall,Rose Milk,Ekkatuthangal,5,Silambarasan,18,90,90,90,0,0,,,,,
328,2-Apr,Kumaran chettinad,Rose Milk,Ekkatuthangal,10,Silambarasan,17,170,170,170,0,0,,,,,
329,2-Apr,Juice Garden,Rose Milk,Ekkatuthangal,5,Silambarasan,18,90,90,90,0,0,,,,,
330,2-Apr,Sana Tea stall,Rose Milk,Kasi theatre,5,Silambarasan,18,90,90,90,0,0,,,,,
331,2-Apr,Sri Devi,Rose Milk,kk nagar,6,Silambarasan,18,108,108,108,0,0,,,,,
332,2-Apr,MM cool bar,Rose Milk,kk nagar,1,Silambarasan,18,18,18,18,0,0,,,,,
333,2-Apr,Sakthi news mart,Rose Milk,kk nagar,5,Silambarasan,18,90,90,90,0,0,,,,,
334,2-Apr,Murugan Tea Stall,Rose Milk,Alwarthirunagar,8,Silambarasan,18,144,144,144,0,0,,,,,
335,2-Apr,Famous,Rose Milk,Kilpauk,5,Silambarasan,18,90,90,90,0,0,,,,,
336,2-Apr,Simbu,Rose Milk,Kilpauk,3,Silambarasan,18,54,54,54,0,0,,,,,
337,2-Apr,Greams Palace,Badam Milk,Greams Road,10,M.Karthick,24,240,240,240,0,0,,,,,
338,2-Apr,Bung Shop,Badam Milk,Royapettah,3,M.Karthick,24,72,72,72,0,0,,,,,
339,2-Apr,Bismi Tea Stall,Badam Milk,Royapettah,3,M.Karthick,24,72,72,72,0,0,,,,,
340,2-Apr,Anand ,Badam Milk,Triplicane,10,M.Karthick,23,230,230,161,3,69,,,,,
341,2-Apr,"Sai Cool,bar",Badam Milk,Royapettah,3,M.Karthick,24,72,72,72,0,0,,,,,
342,2-Apr,Mass Chai,Badam Milk,Pudupet,5,M.Karthick,24,120,120,120,0,0,,,,,
343,2-Apr,Pamba Backery,Badam Milk,Egmore,5,M.Karthick,24,120,120,120,0,0,,,,,
344,2-Apr,Ambaiyee Pazhamudir,Badam Milk,Kilpauk,3,M.Karthick,24,72,72,72,0,0,,,,,
345,2-Apr,National Cool bar,Badam Milk,Kilpauk,5,M.Karthick,23,115,115,115,0,0,,,,,
346,2-Apr,Kpr Cool bar,Badam Milk,Kodambakkam,4,Manikandan,24,96,96,96,0,0,,,,,
347,2-Apr,My Father ,Badam Milk,nungambakkam,5,Manikandan,23,115,115,115,0,0,,,,,
348,2-Apr,Sri Andal Cool bar,Badam Milk,Kodambakkam,8,Manikandan,23,184,184,184,0,0,,,,,
349,2-Apr,Saran backery,Badam Milk,Harrinton road,5,Manikandan,24,120,120,120,0,0,,,,,
350,2-Apr,Saran backery,Badam Milk,choolaimedu,5,Manikandan,24,120,120,120,0,0,,,,,
351,2-Apr,Jupiter Tea Stall,Badam Milk,Aminjikarai,5,Manikandan,24,120,120,120,0,0,,,,,
352,2-Apr,Dinesh Tea stall,Badam Milk,Aminjikarai,3,Manikandan,24,72,72,72,0,0,,,,,
353,2-Apr,MiMi Backery,Badam Milk,North usman,10,Manikandan,24,240,240,240,0,0,,,,,
354,2-Apr,Anna University,Badam Milk,Anna University,10,Manikandan,24,240,240,240,0,0,,312,,,
355,2-Apr,Gokul News Mart,Badam Milk,Secratraite Colony,10,Manoj,24,240,240,240,0,0,,,,,
356,2-Apr,City Shoppee,Badam Milk,Secratraite Colony,5,Manoj,24,120,120,120,0,0,,,,,
357,2-Apr,Indian Coffee,Badam Milk,Purasaiwalkam,5,Manoj,24,120,120,120,0,0,,,,,
358,2-Apr,Suba Cool bar,Badam Milk,Choolai,4,Manoj,24,96,96,96,0,0,,,,,
359,2-Apr,Sri krishna tea Stall,Badam Milk,Purasaiwalkam,5,Manoj,22,110,110,110,0,0,,,,,
360,2-Apr,"Oman Cool,bar",Badam Milk,Anna nagar,10,Sreenevasan,23,230,230,230,0,0,,,,,
361,2-Apr,Hotel faizal,Badam Milk,Anna nagar,5,Sreenevasan,23,115,115,115,0,0,,,,,
362,2-Apr,S k cool bar,Badam Milk,Anna nagar,5,Sreenevasan,24,120,120,120,0,0,,,,,
363,2-Apr,Arul Tea Stall,Badam Milk,Ambattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
364,2-Apr,Ambika cool bar,Badam Milk,Ambattur,4,Sreenevasan,23,92,92,69,1,23,,,,,
365,2-Apr,Perumal store,Badam Milk,Ambattur,2,Sreenevasan,23,46,46,46,0,0,,,,,
366,2-Apr,Kirthika Sweet,Badam Milk,Ambattur,10,Sreenevasan,23,230,230,230,0,0,,161,0,,
367,2-Apr,kumaran Cool bar,Badam Milk,Korattur,7,Sreenevasan,24,168,168,120,2,48,,,,,
368,2-Apr,Brindha Backery,Badam Milk,Korattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
369,2-Apr,Amman Cool bar,Badam Milk,Korattur,5,Sreenevasan,23,115,115,92,1,23,,,,,
370,2-Apr,Selvakumar Store,Badam Milk,Korattur,3,Sreenevasan,23,69,69,46,1,23,,,,,
371,2-Apr,Sneha Tea Stall,Badam Milk,Villivakkam,5,Sreenevasan,23,115,115,92,1,23,,,,,
372,2-Apr,New star,Badam Milk,Villivakkam,5,Sreenevasan,23,115,115,115,0,0,,,,,
373,2-Apr,V U Snacks,Badam Milk,Arumbakkam,5,Viswanath,24,120,120,120,0,0,,,0,,
374,2-Apr,Maniratnam,Badam Milk,Koyembedu,5,Viswanath,24,120,120,120,0,0,,,,,
375,2-Apr,Perumal Cool bar,Badam Milk,Koyembedu,5,Viswanath,24,120,120,120,0,0,,,,,
376,2-Apr,Murugan traders,Badam Milk,Mogappair,1,Viswanath,24,24,24,0,1,24,,,,,
377,2-Apr,Mohan Cool bar,Badam Milk,Mogappair,4,Viswanath,23,92,92,92,0,0,,,,,
378,2-Apr,Hydrabad Briyani,Badam Milk,Koyembedu,3,Viswanath,24,72,72,48,1,24,,,,,
379,2-Apr,Dhivya Tea Stall,Badam Milk,MMDA,6,Silambarasan,24,144,144,144,0,0,,,,,
380,2-Apr,Karupatti,Badam Milk,West mambalam,5,Silambarasan,24,120,120,120,0,0,,,,,
381,2-Apr,Golden Snacks,Badam Milk,West mambalam,5,Silambarasan,24,120,120,120,0,0,,,,,
382,2-Apr,Jayapal coffee,Badam Milk,West mambalam,2,Silambarasan,24,48,48,48,0,0,,,,,
383,2-Apr,Vijay Cool bar,Badam Milk,Kasi theatre,7,Silambarasan,24,168,168,168,0,0,,,,,
384,2-Apr,MM cool bar,Badam Milk,kk nagar,3,Silambarasan,24,72,72,72,0,0,,,,,
385,2-Apr,Sakthi news mart,Badam Milk,kk nagar,5,Silambarasan,24,120,120,120,0,0,,,,,
386,2-Apr,Saradha Store,Badam Milk,Alwarthirunagar,4,Silambarasan,23,92,92,92,0,0,,,,,
387,2-Apr,Murugan Tea Stall,Badam Milk,Alwarthirunagar,3,Silambarasan,23,69,69,69,0,0,,,,,
388,3-Apr,Greams Palace,Rose Milk,Greams Road,7,M.Karthick,17,119,119,100,1,17,,,,,
389,3-Apr,Vinu Tea stall,Rose Milk,Thoushand Lights,6,M.Karthick,17,100,100,100,0,0,,,,,
390,3-Apr,CMS,Rose Milk,Thoushand Lights,5,M.Karthick,17,85,85,85,0,0,,,,,
391,3-Apr,Fathima Tea stall,Rose Milk,Thoushand Lights,3,M.Karthick,16,48,48,48,0,0,,,,,
392,3-Apr,Bung Shop,Rose Milk,Royapettah,5,M.Karthick,17,85,85,85,0,0,,,,,
393,3-Apr,Millath,Rose Milk,Royapettah,10,M.Karthick,16,160,160,160,0,0,,,,,
394,3-Apr,Ars Marina ,Rose Milk,Royapettah,10,M.Karthick,18,180,180,0,10,180,,,,,
395,3-Apr,"Sai Cool,bar",Rose Milk,Royapettah,3,M.Karthick,18,54,54,54,0,0,,,,,
396,3-Apr,Classic cool bar,Rose Milk,Royapettah,3,M.Karthick,18,54,54,54,0,0,,,,,
397,3-Apr,New Collage,Rose Milk,Royapettah,5,M.Karthick,16,80,80,80,0,0,,,,,
398,3-Apr,Kps Snacks,Rose Milk,Royapettah,7,M.Karthick,17.5,123,123,123,0,0,,,,,
399,3-Apr,City Cafe,Rose Milk,G.P.Road,6,M.Karthick,17,100,100,100,0,0,,,,,
400,3-Apr,Palms,Rose Milk,G.P.Road,3,M.Karthick,17,50,50,50,0,0,,,,,
401,3-Apr,Prahalad Pan Shop,Rose Milk,Mount road,5,M.Karthick,18,90,90,90,0,0,,,,,
402,3-Apr,Aroma Backery,Rose Milk,Pudupet,10,M.Karthick,17.5,175,175,175,0,0,,,,,
403,3-Apr,Mass Chai,Rose Milk,Pudupet,10,M.Karthick,18,180,180,180,0,0,,,,,
404,3-Apr,Sindoor Cool bar,Rose Milk,Egmore,10,M.Karthick,18,180,180,180,0,0,,,,,
405,3-Apr,Baby Hospital,Rose Milk,Egmore,6,M.Karthick,17,100,100,100,0,0,,,,,
406,3-Apr,Shanthi Sandwich,Rose Milk,Egmore,0,M.Karthick,0,0,0,0,0,0,,180,,,
407,3-Apr,Renowed,Rose Milk,Egmore,10,M.Karthick,15,150,150,150,0,0,,,,,
408,3-Apr,Geetham Coffee,Rose Milk,Egmore,10,M.Karthick,18,180,180,180,0,0,,,,,
409,3-Apr,Chandrika Backery,Rose Milk,chetpet,6,M.Karthick,17,100,100,100,0,0,,,,,
410,3-Apr,Ambaiyee Pazhamudir,Rose Milk,Kilpauk,3,M.Karthick,18,54,54,18,2,36,,,,,
411,3-Apr,Pamba Backery,Rose Milk,Egmore,0,M.Karthick,0,0,0,0,0,0,,64,,,
412,3-Apr,Jupiter Tea Stall,Rose Milk,Aminjikarai,5,Manikandan,18,90,90,90,0,0,,,,,
413,3-Apr,Dinesh Tea stall,Rose Milk,Aminjikarai,3,Manikandan,17,50,50,50,0,0,,,,,
414,3-Apr,Mazzi Cool Bar,Rose Milk,Mahalingapuram,15,Manikandan,17,255,255,255,0,0,,,,,
415,3-Apr,Mazzi Tea Stall,Rose Milk,Mahalingapuram,10,Manikandan,17,170,170,170,0,0,,,,,
416,3-Apr,Sri krishna tea Stall,Rose Milk,Mahalingapuram,5,Manikandan,18,90,90,90,0,0,,,,,
417,3-Apr,Sri krishna tea Stall,Rose Milk,nungambakkam,3,Manikandan,18,54,54,54,0,0,,,,,
418,3-Apr,Sri Krishna Snacks,Rose Milk,North usman,3,Manikandan,18,54,54,54,0,0,,,,,
419,3-Apr,Kpr Cool bar,Rose Milk,Kodambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
420,3-Apr,My Father ,Rose Milk,nungambakkam,5,Manikandan,17,85,85,85,0,0,,,,,
421,3-Apr,Mathura Chat,Rose Milk,nungambakkam,11,Manikandan,18,198,198,180,1,18,,,,,
422,3-Apr,Kannan Tea stall,Rose Milk,nungambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
423,3-Apr,Thennagam ,Rose Milk,nungambakkam,5,Manikandan,18,90,90,54,2,36,,,,,
424,3-Apr,P.Basker news mart,Rose Milk,nungambakkam,3,Manikandan,18,54,54,54,0,0,,,,,
425,3-Apr,MiMi Backery,Rose Milk,North usman,10,Manikandan,18,180,180,180,0,0,,,,,
426,3-Apr,Muthuramman Cool bar,Rose Milk,Kodambakkam,2,Manikandan,18,36,36,36,0,0,,,,,
427,3-Apr,Sri Andal Cool bar,Rose Milk,Kodambakkam,7,Manikandan,18,126,126,126,0,0,,,,,
428,3-Apr,7 Star cool bar,Rose Milk,Kodambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
429,3-Apr,Rams,Rose Milk,Bazulla road,5,Manikandan,18,90,90,90,0,0,,,,,
430,3-Apr,R.R.Tea Stall,Rose Milk,pondy bazar,21,Manikandan,17,357,357,340,1,17,,,,,
431,3-Apr,Anna University,Rose Milk,Anna University,15,Manikandan,18,270,270,270,0,0,,,,,
432,3-Apr,Saran backery,Rose Milk,Harrinton road,5,Manikandan,18,90,90,90,0,0,,,,,
433,3-Apr,Standard Backery,Rose Milk,Aminjikarai,6,Manikandan,17,100,100,100,0,0,,,,,
434,3-Apr,Kumaran tea Stall,Rose Milk,Aminjikarai,6,Manikandan,17,100,100,100,0,0,,,,,
435,3-Apr,Arun Snacks,Rose Milk,Anna nagar,10,Manoj,17,170,170,170,0,0,,,,,
436,3-Apr,Relax Cool bar,Rose Milk,Anna nagar,15,Manoj,16,240,240,240,0,0,,,,,
437,3-Apr,Sri raga,Rose Milk,Anna nagar,5,Manoj,17,85,85,85,0,0,,,,,
438,3-Apr,Maharaja ,Rose Milk,ICF,8,Manoj,18,144,144,144,0,0,,,,,
439,3-Apr,Seena Cool bar,Rose Milk,Nadamuni,5,Manoj,18,90,90,90,0,0,,,,,
440,3-Apr,ICF Hospital,Rose Milk,ICF,10,Manoj,18,180,180,180,0,0,,,,,
441,3-Apr,Crown Backery,Rose Milk,Ayanavaram,5,Manoj,18,90,90,90,0,0,,,,,
442,3-Apr,Jas Backery,Rose Milk,Ayanavaram,5,Manoj,16,80,80,80,0,0,,,,,
443,3-Apr,Gokul News Mart,Rose Milk,Secratraite Colony,6,Manoj,17,102,102,102,0,0,,,,,
444,3-Apr,Skumar,Rose Milk,Secratraite Colony,15,Manoj,17,255,255,255,0,0,,,,,
445,3-Apr,City Shoppee,Rose Milk,Secratraite Colony,5,Manoj,18,90,90,90,0,0,,,,,
446,3-Apr,Sujis Tea Stall,Rose Milk,Secratraite Colony,5,Manoj,18,90,90,90,0,0,,,,,
447,3-Apr,Surendar Tea Stall,Rose Milk,Secratraite Colony,3,Manoj,18,54,54,54,0,0,,,,,
448,3-Apr,Aneesh Cool bar,Rose Milk,Purasaiwalkam,6,Manoj,17,102,102,102,0,0,,,,,
449,3-Apr,Ramalingavilas,Rose Milk,Choolai,10,Manoj,18,180,180,180,0,0,,,,,
450,3-Apr,Ragam Cool bar,Rose Milk,Choolai,5,Manoj,18,90,90,90,0,0,,,,,
451,3-Apr,Backers hut,Rose Milk,Purasaiwalkam,5,Manoj,18,90,90,90,0,0,,,,,
452,3-Apr,Dandapani,Rose Milk,Kilpauk,5,Manoj,18,90,90,90,0,0,,,,,
453,3-Apr,Anurag Tea Stall,Rose Milk,Kilpauk,10,Manoj,18,180,180,180,0,0,,,,,
454,3-Apr,M K Store,Rose Milk,Kilpauk,7,Manoj,18,126,126,126,0,0,,,,,
455,3-Apr,Royal store,Rose Milk,Anna nagar,5,Sreenevasan,18,90,90,90,0,0,,,,,
456,3-Apr,"Oman Cool,bar",Rose Milk,Anna nagar,10,Sreenevasan,18,180,180,180,0,0,,,,,
457,3-Apr,Hotel faizal,Rose Milk,Anna nagar,5,Sreenevasan,18,90,90,90,0,0,,,,,
458,3-Apr,S k cool bar,Rose Milk,Anna nagar,5,Sreenevasan,18,90,90,90,0,0,,,,,
459,3-Apr,SG cafe,Rose Milk,Padi,6,Sreenevasan,17,102,102,85,1,17,,,,,
460,3-Apr,Aachariya Backery,Rose Milk,Padi,10,Sreenevasan,17,170,170,170,0,0,,,,,
461,3-Apr,Arul Tea Stall,Rose Milk,Ambattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
462,3-Apr,Ambika cool bar,Rose Milk,Ambattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
463,3-Apr,Raja Store,Rose Milk,Ambattur,3,Sreenevasan,18,54,54,54,0,0,,,,,
464,3-Apr,Perumal store,Rose Milk,Ambattur,3,Sreenevasan,18,54,54,54,0,0,,,,,
465,3-Apr,Mulberry,Rose Milk,Korattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
466,3-Apr,Brindha Backery,Rose Milk,Korattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
467,3-Apr,Venkateswara backery,Rose Milk,Korattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
468,3-Apr,Ravi Ice land,Rose Milk,Korattur,5,Sreenevasan,17,85,85,85,0,0,,,,,
469,3-Apr,Good luck,Rose Milk,Korattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
470,3-Apr,Selvakumar Store,Rose Milk,Korattur,3,Sreenevasan,18,54,54,0,3,54,,,,,
471,3-Apr,Annamalaiyar,Rose Milk,Korattur,8,Sreenevasan,18,144,144,144,0,0,,,,,
472,3-Apr,Saravana Store,Rose Milk,Korattur,7,Sreenevasan,18,126,126,126,0,0,,,,,
473,3-Apr,Kirthika Sweet,Rose Milk,Ambattur,0,Sreenevasan,0,0,0,0,0,0,,180,,,
474,3-Apr,Nandanam Hot & Chill,Rose Milk,Karukku road,0,Sreenevasan,0,0,0,0,0,0,,90,,,
475,3-Apr,V U Snacks,Rose Milk,Arumbakkam,0,Viswanath,0,0,0,0,0,0,,162,,,
476,3-Apr,Singara Chennai,Rose Milk,Koyembedu,10,Viswanath,18,180,180,180,0,0,,,,,
477,3-Apr,Hydrabad Briyani,Rose Milk,Koyembedu,3,Viswanath,18,54,54,54,0,0,,,,,
478,3-Apr,Maniratnam,Rose Milk,Koyembedu,7,Viswanath,18,126,126,126,0,0,,,,,
479,3-Apr,Nathan Store,Rose Milk,Koyembedu,5,Viswanath,18,90,90,90,0,0,,,,,
480,3-Apr,Falcone,Rose Milk,Maduravoyal,5,Viswanath,18,90,90,36,3,54,,,,,
481,3-Apr,Jayabarathi Store,Rose Milk,Maduravoyal,2,Viswanath,18,36,36,0,2,36,,,,,
482,3-Apr,Jayam Cafe,Rose Milk,Mogappair,10,Viswanath,18,180,180,180,0,0,,,,,
483,3-Apr,Viji Coffee,Rose Milk,Mogappair,5,Viswanath,18,90,90,90,0,0,,,,,
484,3-Apr,Ragavendra Backery,Rose Milk,Mogappair,7,Viswanath,17,119,119,119,0,0,,,,,
485,3-Apr,MM Store,Rose Milk,Mogappair,10,Viswanath,16,160,160,160,0,0,,,,,
486,3-Apr,Chandrika Backery,Rose Milk,Anna nagar,15,Viswanath,16,240,240,240,0,0,,,,,
487,3-Apr,Chai hub,Rose Milk,Anna nagar,5,Viswanath,18,90,90,90,0,0,,30,,,
488,3-Apr,Gokul News Mart,Rose Milk,Anna nagar,5,Viswanath,17,85,85,85,0,0,,,,,
489,3-Apr,H.B.Canteen,Rose Milk,Anna nagar,5,Viswanath,17,85,85,85,0,0,,,,,
490,3-Apr,Famous,Rose Milk,Kilpauk,5,Viswanath,18,90,90,90,0,0,,,,,
491,3-Apr,M K Store,Rose Milk,Kilpauk,4,Viswanath,18,72,72,72,0,0,,,,,
492,3-Apr,National Cool bar,Rose Milk,Kilpauk,5,Viswanath,18,90,90,90,0,0,,,,,
493,3-Apr,Kerala Hot Chips,Rose Milk,MMDA,3,Silambarasan,18,54,54,36,1,18,,,0,,
494,3-Apr,Dhivya Tea Stall,Rose Milk,MMDA,2,Silambarasan,18,36,36,36,0,0,,,,,
495,3-Apr,Suriya cool bar,Rose Milk,MMDA,5,Silambarasan,18,90,90,90,0,0,,,,,
